ᠠᠭᠤᠷᠯᠠᠬᠤ ; ᠪᠢ ᠮᠠᠰᠢ ᠶᠡᠬᠡ ᠬᠢᠯᠢᠩᠨᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠵᠥᠪᠬᠡᠨ ᠬᠤᠪᠢ ᠬᠥᠮᠦᠨ ᠦ᠌ ᠠᠰᠢᠭ ᠲᠤᠰᠠ ᠶ᠋ᠢ ᠪᠣᠳᠣᠯᠬᠢᠯᠠᠭᠠᠳ ᠂ ᠠᠯᠢᠪᠠ ᠪᠦᠬᠦᠨ ᠪᠦᠷ ᠬᠠᠮᠲᠤ ᠶ᠋ᠢᠨ ᠢᠷᠠᠭᠤ ᠠᠯᠳᠠᠷ ᠤ᠋ᠨ ᠰᠡᠳᠬᠢᠯᠭᠡ ᠬᠡᠷᠡᠭᠰᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠢᠨᠠᠬᠤ ᠬᠠᠭᠤᠳᠠᠰᠤ ᠨᠢᠭᠡ ᠴᠦ᠍ ᠪᠠᠢᠬᠤ ᠬᠡᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠰᠢᠭ᠋ ᠪᠠᠷᠢᠭᠠᠳ ᠴᠢᠮ᠎ᠠ ᠳ᠋ᠤ᠌ ᠮᠡᠬᠡᠯᠡᠭᠳᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠢᠩᠭᠢᠵᠦ ᠡᠭᠦᠷᠭᠡ ᠬᠤᠪᠢᠶᠠᠷᠢᠯᠠᠬᠤ ᠨᠢ ᠭᠣᠣᠯᠴᠢ ᠪᠤᠰᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠤᠴᠢᠷ ᠨᠢ ᠵᠠᠷᠢᠮ ᠶᠠᠪᠤᠳᠠᠯ ᠲᠡᠳᠡᠨ ᠦ᠌ ᠭᠡᠷ ᠦ᠋ᠨ ᠬᠥᠮᠦᠰ ᠢ᠋ ᠪᠦᠷ ᠬᠣᠣᠷᠯᠠᠯ ᠳ᠋ᠤ᠌ ᠤᠴᠠᠷᠠᠭᠤᠯᠵᠠᠢ  ᠬᠢᠯᠢᠩ ᠬᠣᠷᠣᠰᠤᠯ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠡᠨᠳᠡ ᠠᠭᠤᠷᠯᠠᠬᠤ ᠬᠢᠷᠢ ᠭᠡᠮ ᠲᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠡᠷ ᠦ᠋ᠨ ᠬᠦᠴᠦᠷᠬᠡᠭᠯᠡᠯ ᠡᠢᠮᠦ ᠤᠷᠲᠤ ᠬᠤᠭᠤᠴᠠᠭ᠎ᠠ ᠴᠠᠭᠳᠠᠭ᠎ᠠ ᠳ᠋ᠤ᠌ ᠮᠡᠳᠡᠭᠦᠯᠦᠭᠰᠡᠨ ᠦᠭᠡᠢ ᠂ ᠬᠢᠯᠢᠩᠯᠡᠭᠡᠳ ᠬᠡᠯᠡᠬᠦ ᠶ᠋ᠢᠨ ᠠᠷᠭ᠎ᠠ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠦᠨᠳᠦ ᠨᠣᠴᠢᠲᠠᠢ ᠭᠡᠷ ᠦ᠋ᠨ ᠬᠦᠴᠦᠷᠬᠡᠭᠯᠡᠯ ᠨᠢ ᠡᠷᠡᠭᠦᠦ ᠰᠢᠳᠬᠡᠯ ᠢ᠋ᠶ᠋ᠡᠷ ᠰᠢᠳᠬᠡᠭᠳᠡᠵᠦ ᠪᠣᠯᠬᠤ ᠤᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠦᠢᠯᠡᠳᠬᠦᠨ ᠬᠠᠷᠢᠨ ᠳᠤᠷ᠎ᠠ ᠪᠠᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠬᠠᠭᠤᠷᠴᠤ ᠰᠣᠯᠢᠶᠠᠷᠠᠭᠤᠯᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠢᠰᠬᠡᠯ ᠳᠡᠭᠡᠷ᠎ᠡ ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠪᠠᠨ ᠬᠠᠭᠠᠬᠤ ᠦᠭᠡᠢ ᠵᠢᠭᠠᠬᠠᠨ ᠴᠤ᠌ ᠠᠮᠤᠷ ᠲᠦᠪᠰᠢᠨ ᠦ᠌ ᠤᠬᠠᠮᠰᠠᠷ ᠬᠢᠯᠢᠩᠨᠡᠵᠦ ᠪᠠᠢᠨ᠎ᠠ ᠤᠤ ᠦᠭᠡᠢ ᠦᠦ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠨᠦ ᠡᠢᠮᠦ ᠦᠢᠯᠡ ᠠᠵᠢᠯᠯᠠᠭ᠎ᠠ ᠳ᠋ᠤ᠌ ᠪᠢ ᠦᠨᠡᠬᠡᠷ ᠲᠡᠰᠪᠦᠷᠢᠯᠡᠵᠦ ᠳᠡᠢᠯᠬᠦ ᠦᠭᠡᠢ ᠪᠣᠯᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠡᠷ ᠦ᠋ᠨ ᠬᠡᠷᠴᠡᠭᠡᠢ ᠡᠷᠡᠭᠲᠡᠢ ᠪᠦᠷ ᠬᠣᠭ ᠨᠣᠪᠰᠢ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠦᠬᠡ ᠦᠨᠡᠬᠡᠷ ᠭᠣᠣᠯᠴᠢ ᠪᠤᠰᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠡᠢᠲᠡ ᠶ᠋ᠢᠨ ᠮᠠᠰᠢᠨ ᠲᠡᠷᠭᠡᠨ ᠦ᠌ ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠬᠢᠬᠦ ᠳ᠋ᠦ᠍ ᠪᠦᠷ ᠬᠤᠯᠠᠭᠠᠢᠯᠠᠭᠳᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠳᠥᠩᠭᠡᠵᠢ ᠨᠢᠭᠡ ᠠᠮᠠᠷᠠᠵᠤ ᠪᠠᠢᠭᠠᠳ ᠠᠰᠠᠷ ᠳᠣᠣᠷᠠᠬᠢ ᠬᠠᠰᠬᠢᠷᠠᠬᠤ ᠳᠠᠭᠤᠨ ᠳ᠋ᠤ᠌ ᠰᠣᠴᠢᠨ ᠰᠡᠷᠢᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠦᠰᠡᠷ ᠳᠠᠭᠤᠨ ᠡᠳᠦᠷᠵᠢᠨ ᠭᠠᠯᠵᠠᠭᠤᠷᠠᠭᠰᠠᠨ ᠮᠡᠲᠦ ᠦᠷᠭᠦᠯᠵᠢᠯᠡᠨ᠎ᠡ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠠᠨ ᠤ᠋ ᠡᠨᠡ ᠪᠣᠯ ᠠᠷᠠᠳ ᠢ᠋ ᠵᠣᠪᠠᠭᠠᠭᠠᠳ ᠳᠠᠬᠢᠨ ᠦᠷᠭᠦᠯᠵᠢᠯᠡᠭᠦᠯᠦᠨ᠎ᠡ ᠂ ᠪᠢ ᠵᠠᠭᠠᠯᠳᠤᠭᠠᠳ ᠠᠭᠤᠷᠯᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠵᠥᠪᠬᠡᠨ ᠵᠠᠭᠠᠯᠳᠤᠯᠭ᠎ᠠ ᠬᠢᠪᠡᠯ ᠲᠠ ᠨᠠᠷ ᠳᠠᠷᠤᠢ ᠶᠠᠯᠠᠯᠠᠭᠳᠠᠨ ᠠᠭᠤᠷᠯᠠᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠷᠠᠳ ᠢᠷᠭᠡᠳ ᠦ᠋ᠨ ᠬᠡᠪ ᠪᠣᠯᠪᠠᠰᠤᠷᠠᠯ ᠥᠴᠦᠬᠡᠨ ᠴᠦ᠍ ᠬᠡᠲᠦᠷᠡᠭᠡ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠷᠪᠡ ᠴᠢᠨᠦ ᠨᠢᠭᠤᠷ ᠢ᠋ ᠬᠠᠷᠠᠭᠠᠯᠵᠠᠬᠤ ᠦᠭᠡᠢ ᠪᠣᠯ ᠪᠢ ᠰᠢᠭᠤᠳ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠴᠣᠬᠢᠵᠤ ᠠᠯᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠯ᠎ᠠ ᠂ ᠡᠨᠡ ᠬᠡᠦᠬᠡᠳ ᠳᠡᠩᠳᠡᠭᠦᠦ ᠤᠷᠪᠠᠵᠤ ᠬᠥᠷᠪᠡᠭᠡᠳ ᠶᠣᠰᠣ ᠦᠭᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠤᠯᠤᠰ ᠲᠤ᠌ ᠢᠳᠡᠵᠦ ᠪᠣᠯᠬᠤ ᠶᠠᠭᠤ ᠪᠠᠢᠨ᠎ᠠ ︖ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠵᠠᠷᠢᠮ ᠬᠥᠮᠦᠨ ᠶᠡᠷᠦ ᠨᠢ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠭᠠᠷᠭᠠᠬᠤ ᠴᠢᠳᠠᠪᠤᠷᠢ ᠲᠠᠢ ᠭᠡᠵᠦ ᠣᠷᠢᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠪᠠᠭ᠎ᠠ ᠬᠡᠦᠬᠡᠳ ᠴᠢ ᠶᠠᠭᠠᠬᠢᠭᠠᠳ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠴᠣᠬᠢᠬᠤ ᠳᠤᠷ᠎ᠠ ᠦᠭᠡᠢ ᠪᠣᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠤᠷᠮ᠎ᠠ ᠰᠡᠳᠬᠢᠯᠭᠡ ᠮᠠᠭᠤ ᠪᠣᠯ ᠬᠡᠦᠬᠡᠳ ᠢ᠋ᠶ᠋ᠡᠷ ᠠᠭᠤᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠭᠠᠷᠭᠠᠬᠤ ᠳ᠋ᠤ᠌ ᠬᠦᠴᠢᠷ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠷᠡᠭᠲᠡᠢ ᠰᠤᠷᠤᠭᠴᠢ ᠳᠡᠩᠳᠡᠭᠦᠦ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ ᠭᠡᠵᠦ ᠡᠨᠳᠡᠭᠦᠷᠡᠭᠳᠡᠪᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠠᠤᠯᠢ ᠨᠢ ᠭᠠᠤᠯᠢ ᠬᠦᠷᠬᠦ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠦᠷᠵᠢᠨ ᠮᠡᠬᠡᠯᠡᠭᠳᠡᠬᠦ ᠤᠲᠠᠰᠤ ᠣᠯᠵᠤ ᠲᠤᠰᠬᠤ ᠨᠢ ᠳᠠᠩᠴᠤ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠥᠨᠥᠳᠥᠷ ᠨᠢᠭᠡ ᠰᠠᠷ᠎ᠠ ᠶ᠋ᠢᠨ ᠠᠮᠢᠳᠤᠷᠠᠯ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠬᠠᠭᠤᠷᠴᠤ ᠠᠯᠠᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠦᠷ ᠪᠣᠯᠭᠠᠨ ᠬᠡᠷᠡᠯᠳᠦᠭᠡᠳ ᠦᠨᠡᠬᠡᠷ ᠭᠦᠢᠴᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠵᠢ ᠴᠢᠨᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠠᠮᠠᠷ ᠳᠦᠷᠢᠮ ᠢ᠋ ᠵᠢᠷᠤᠮᠯᠠᠬᠤ ᠦᠭᠡᠢ ᠬᠥᠮᠦᠨ ᠠᠵᠢᠯ ᠡᠴᠡ ᠪᠡᠨ ᠬᠥᠭᠡᠭᠡᠭᠳᠡᠬᠦ ᠶᠣᠰᠣᠲᠠᠢ ᠪᠣᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠨᠦ ᠬᠡᠯᠡᠭᠰᠡᠨ ᠶᠠᠮᠠᠷ ᠦᠭᠡ ᠶ᠋ᠢ ᠰᠣᠨᠣᠰᠬᠤ ᠦᠭᠡᠢ ᠪᠠᠢᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠦᠷᠵᠢᠨ ᠭᠡᠷ ᠦ᠋ᠨ ᠠᠵᠢᠯ ᠬᠢᠬᠦ ᠦᠭᠡᠢ ᠪᠣᠯ ᠠᠭᠤᠷᠯᠠᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠨᠦ ᠡᠨᠡ ᠴᠢᠨᠢ ᠬᠠᠷᠢᠶᠠᠯ ᠡᠷᠢᠵᠦ ᠬᠤᠷᠳᠤᠨ ᠶᠠᠪᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠶᠠᠪᠤᠳᠠᠯ ᠢ᠋ ᠢᠯᠡᠴᠢᠯᠡᠬᠦ ᠨᠢ ᠲᠡᠳᠡᠨ ᠦ᠌ ᠣᠯᠪᠠᠰᠤ ᠵᠣᠬᠢᠬᠤ ᠰᠢᠢᠳᠭᠡᠯ ᠡᠴᠡ ᠳᠣᠣᠷ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠴᠢᠨᠦ ᠪᠤᠷᠤᠭᠤ ᠤᠤ ︖ ᠴᠢᠨ ᠦᠨᠡᠨᠴᠢ ᠰᠡᠳᠬᠢᠯ ᠥᠴᠦᠬᠡᠨ ᠴᠦ᠍ ᠠᠭᠤᠷᠯᠠᠬᠤ ᠦᠭᠡᠢ ᠭᠡᠰᠡᠨ ᠤᠳᠬ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠨᠡ ᠪᠣᠯ ᠳᠠᠷᠤᠢ ᠪᠣᠳᠠᠲᠤ ᠬᠡᠷᠡᠭ ᠢ᠋ ᠨᠢᠭᠤᠨ ᠳᠠᠷᠤᠵᠤ ᠢᠯᠡᠴᠢᠯᠡᠨ ᠮᠡᠳᠡᠭᠦᠯᠦᠯᠲᠡ ᠪᠣᠯᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠶᠣᠰᠣ ᠮᠣᠷᠠᠯ ᠴᠤ᠌ ᠦᠭᠡᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠥᠨᠥᠳᠥᠷ ᠨᠢᠭᠡ ᠬᠤᠳᠠᠯᠴᠢ ᠬᠥᠮᠦᠨ ᠳ᠋ᠦ᠍ ᠲᠣᠬᠢᠶᠠᠯᠳᠤᠵᠠᠢ ᠂ ᠦᠨᠡᠨ ᠠᠭᠤᠷ ᠢ᠋ ᠨᠢ ᠬᠦᠷᠭᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠭᠤᠷ ᠢ᠋ᠶ᠋ᠠᠨ ᠳᠠᠷᠤᠵᠤ ᠶᠠᠳᠠᠨ ᠠᠭᠤᠷ ᠬᠢᠯᠢᠩ ᠨᠢ ᠵᠣᠭᠰᠣᠭᠠᠨ ᠲᠡᠭᠦᠨ ᠢ᠋ ᠵᠠᠰᠠᠨ ᠬᠠᠷᠢᠶᠠᠪᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠰᠠᠭᠤᠳᠠᠯ ᠪᠠᠢᠪᠠᠯ ᠳᠠᠷᠤᠢ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠷᠭᠠᠴᠠᠬᠤ ᠨᠢ ᠡᠨᠡ ᠨᠢ ᠶᠠᠮᠠᠷ ᠮᠠᠭᠤ ᠳᠡᠯᠭᠡᠭᠦᠷ ᠫᠦᠰᠡᠨ ᠳ᠋ᠦ᠍ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠭᠤᠷᠯᠠᠬᠤ ᠨᠢ ᠪᠦᠷ ᠶᠠᠮᠠᠷ ᠳᠦᠷᠢᠮ ᠲᠣᠭᠲᠠᠭᠠᠯ ᠨᠢ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠬᠣᠴᠣᠷᠤᠩᠭᠤᠢ ᠪᠣᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢᠲᠡᠭᠡᠢ ᠨᠠᠳᠠ ᠠ᠋ᠴᠠ ᠵᠠᠢᠯᠠᠵᠤ ᠥᠭ ᠂ ᠪᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠬᠠᠷᠢᠶᠠᠶ᠎ᠠ ᠭᠡᠵᠦ ᠪᠣᠳᠣᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢ ᠳᠠᠬᠢᠵᠤ ᠴᠢᠮᠠᠶ᠋ᠢ ᠢᠲᠡᠭᠡᠬᠦ ᠦᠭᠡᠢ ᠰᠢᠭᠠᠷᠤ ᠡᠷᠡᠭᠲᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠤᠳᠠᠯᠴᠢ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠬᠡᠦᠬᠡᠳ ᠢ᠋ ᠮᠡᠬᠡᠯᠡᠨ ᠬᠤᠳᠠᠯᠳᠤᠬᠤ ᠪᠠ ᠬᠠᠯᠠ ᠦᠵᠡᠭᠦᠯᠬᠦ ᠬᠡᠷᠡᠭ ᠶᠠᠭᠠᠬᠢᠭᠠᠳ ᠪᠠᠢᠨ ᠳᠠᠬᠢᠨ ᠭᠠᠷᠴᠤ ᠯᠠ ᠪᠠᠢᠪᠠᠯ ᠬᠠᠮᠢᠶᠠᠷᠤᠨ ᠬᠢᠵᠠᠭᠠᠷᠯᠠᠬᠤ ᠠᠷᠭ᠎ᠠ ᠬᠡᠮᠵᠢᠶ᠎ᠡ ᠦᠭᠡᠢ ᠪᠠᠢᠳᠠᠭ ᠪᠣᠢ ᠬᠢᠯᠢᠩ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢᠨᠦ ᠡᠨᠡ ᠦᠢᠯᠡ ᠠᠵᠢᠯᠯᠠᠭ᠎ᠠ ᠳ᠋ᠤ᠌ ᠪᠢ ᠮᠠᠰᠢ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠪᠤᠷᠤᠭᠤ ᠪᠠᠨ ᠮᠡᠳᠡᠵᠦ ᠪᠠᠢᠭᠠᠳ ᠵᠠᠰᠠᠬᠤ ᠦᠭᠡᠢ ᠪᠣᠯ ᠬᠥᠮᠦᠨ ᠦ᠌ ᠠᠭᠤᠷ ᠢ᠋ ᠬᠦᠷᠭᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠢᠮᠦ ᠬᠥᠮᠦᠨ ᠫᠠᠨᠽᠠᠯᠠᠭᠴᠢ ᠶ᠋ᠢᠨ ᠬᠢᠬᠦ ᠠᠷᠭ᠎ᠠ ᠨᠢ ᠣᠯᠠᠨ ᠤ᠋ ᠬᠢᠯᠢᠩ ᠢ᠋ ᠳᠡᠭᠳᠡᠭᠡᠵᠡᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠬᠡᠲᠦᠷᠬᠡᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠠᠢ ᠂ ᠪᠢ ᠦᠨᠡᠨ ᠲᠡᠰᠴᠦ ᠳᠡᠢᠯᠬᠦ ᠦᠭᠡᠢ ᠪᠣᠯᠵᠠᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠣᠳᠣᠳ ᠤ᠋ᠨ ᠭᠠᠢᠯᠢ ᠶ᠋ᠢ ᠳᠠᠷᠤᠵᠤ ᠭᠠᠢᠯᠢ ᠠ᠋ᠴᠠ ᠵᠠᠢᠯᠠᠭᠰᠠᠨ ᠠᠷᠭ᠎ᠠ ᠨᠢ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠬᠢᠯᠢᠩᠨᠡᠭᠦᠯᠦᠨ᠎ᠡ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠦᠷᠵᠢᠨ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠯ᠎ᠠ ᠭᠡᠳᠡᠭ ᠢ᠋ ᠮᠡᠳᠡᠨ᠎ᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠭᠠᠷ ᠤᠲᠠᠰᠤ ᠠᠷᠪᠢᠨ ᠠᠰᠠᠭᠤᠳᠠᠯ ᠭᠠᠷᠪᠠᠯ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠢ ᠰᠣᠯᠢᠶᠠᠷᠠᠯ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠠᠩᠭ᠌ᠯᠢ ᠬᠡᠯᠡᠨ ᠦ᠌ ᠳᠠᠰᠬᠠᠯ ᠪᠠ ᠵᠣᠬᠢᠶᠠᠯ ᠪᠦᠷ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠭᠠᠳᠤᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠡᠳᠡᠭᠡᠷ ᠬᠥᠮᠦᠰ ᠮᠢᠨᠦ ᠬᠡᠪᠯᠡᠯ ᠦ᠋ᠨ ᠡᠷᠬᠡ ᠳ᠋ᠦ᠍ ᠬᠠᠯᠳᠠᠭᠰᠠᠨ ᠳ᠋ᠤ᠌ ᠠᠭᠤᠷᠯᠠᠵᠤ ᠪᠠᠢᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠦᠨᠡᠬᠡᠷ ᠮᠠᠭᠤ ᠬᠥᠮᠦᠨ ᠤᠷᠢᠳᠠᠪᠡᠷ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠯ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠪᠦᠲᠦᠯ ᠦᠭᠡᠢ ᠶᠠᠭᠤᠮ᠎ᠠ ᠨᠠᠳᠠ ᠶ᠋ᠢ ᠠᠭᠤᠷᠯᠠᠭᠤᠯᠵᠤ ᠠᠯᠠᠯ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠢᠳᠡᠭᠡᠨ ᠦ᠌ ᠠᠮᠤᠷ ᠲᠦᠪᠰᠢᠨ ᠦ᠌ ᠠᠰᠠᠭᠤᠳᠠᠯ ᠪᠠᠭ᠎ᠠ ᠤᠴᠢᠷ ᠦᠭᠡᠢ ᠪᠣᠯ ᠵᠢᠮᠡᠯᠡᠭᠳᠡᠬᠦ ᠪᠣᠯᠤᠨ᠎ᠠ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠶᠠᠮᠠᠷ ᠬᠢᠯᠢᠰ ᠭᠣᠮᠣᠳᠠᠯ ᠪᠠᠢᠬᠤ ᠪᠣᠢ ᠂ ᠬᠡᠯᠡᠵᠦ ᠪᠠᠢᠬᠤ ᠨᠢ ᠳᠠᠷᠤᠢ ᠲᠦᠷᠭᠡᠨ ᠮᠥᠷᠲᠡᠭᠡᠨ ᠠᠭᠤᠷᠯᠠᠬᠤ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;〈 ᠬᠡᠵᠢᠶᠡᠳᠡ ᠬᠣᠣᠷᠯᠠᠭᠳᠠᠬᠤ ᠦᠭᠡᠢ 〉 ᠬᠣᠣᠷᠲᠤ ᠬᠥᠮᠦᠨ ᠴᠥᠬᠥᠷᠡᠯ ᠦᠭᠡᠢ ᠠᠮᠢᠳᠤᠷᠠᠳᠠᠭ ᠦᠨᠳᠦᠰᠦᠲᠡᠨ ᠲᠠ ᠪᠦᠬᠦᠨ ᠦ᠌ ᠬᠣᠣᠷᠲᠠᠨ ᠢ᠋ ᠬᠣᠣᠷᠯᠠᠬᠤ ᠶᠣᠰᠣ ᠰᠤᠷᠲᠠᠬᠤᠨ ᠤ᠋ ᠵᠠᠭᠠᠭ ᠱᠤᠭᠤᠮ ᠬᠠᠮᠢᠭ᠎ᠠ ᠵᠣᠭᠰᠣᠳᠠᠭ ᠪᠣᠢ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠴᠢ ᠲᠡᠷᠡ ᠠᠭᠤᠷᠯᠠᠭᠰᠠᠨ ᠰᠠᠮᠵᠠ ᠶ᠋ᠢ ᠦᠵᠡ 
ᠠᠭᠤᠷᠯᠠᠬᠤ ;ᠲᠡᠷᠡ ᠠᠭᠤᠷᠯᠠᠭᠠᠳ ᠡᠪᠳᠡᠯᠡᠭ᠍ᠳᠡᠭᠰᠡᠨ ᠬᠥᠮᠦᠨ ᠢ᠋ ᠬᠠᠮᠢᠶᠠᠷᠠᠬᠤ ᠦᠭᠡᠢ
